Unnamed: 0,row ID,row ID.1,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,Compound Key,Standard Type,Standard Relation,IC50,Standard Units,Structure,Data Validity Comment,Comment,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,smiles,Properties,Cluster,Cluster (to number),Tanimoto,inout,cluster
10,Row1751,Row3885,CHEMBL2035040,,0,343.43,26,IC50,=,1042.0,nM,NC(=O)c1cc(c(nc1)-c2ccc(cc2)C3(N)CCC3)-c4ccccc4,,,CHEMBL2039955,Inhibition of AKT1,B,BAO_0000357,single protein format,None,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL2034885,1,Scientific Literature,J. Med. Chem.,2012,NC(=O)c1cc(c(nc1)-c2ccc(cc2)C3(N)CCC3)-c4ccccc4,,Row3130,6,0.3911317884922027,in,6
11,Row1933,Row1937,CHEMBL2035037,,0,353.47,23,IC50,=,2799.0,nM,Cn1cnc2c(c(ccc12)-c3ccccc3)-c4ccc(cc4)C5(N)CCC5,,,CHEMBL2039955,Inhibition of AKT1,B,BAO_0000357,single protein format,None,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL2034885,1,Scientific Literature,J. Med. Chem.,2012,Cn1cnc2c(c(ccc12)-c3ccccc3)-c4ccc(cc4)C5(N)CCC5,,Row3130,6,0.3744948506355285,in,6
12,Row107,Row3258,CHEMBL3649671,,0,433.52,BDBM130225,IC50,=,1.69,nM,Nc1nccnc1-c2nc3ccc(nc3n2-c4ccc(cc4)C5(N)CCC5)-c6ccccc6,,261996.0,CHEMBL3706066,"Alpha Screen Assay: AKT1 activity was assayed using the GSK3-derived biotinylated peptide substrate, crosstide (biotin-GRPRTSSFAEG), and AlphaScreen (Amplified Luminescent Proximity Homogeneous Assay) technology. AKT1 activation was achieved by the addition of the activating kinases PDK1 and MAPKAPK2, lipid vesicles, and ATP. The extent of peptide phosphorylation was determined using a phospho-AKT substrate antibody and acceptor beads conjugated to Protein A and donor beads conjugated to streptavidin that bind to the biotin on the peptide. Excitation of the donor beads converted ambient oxygen to excited singlet oxygen which, when in close proximity to acceptor beads, reacted with acceptor beads resulting in signal amplification.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3638999,37,BindingDB Database,,2014,Nc1nccnc1-c2nc3ccc(nc3n2-c4ccc(cc4)C5(N)CCC5)-c6ccccc6,,Row1890,31,0.2991991937160492,in,6
13,Row142,Row3944,CHEMBL3649668,,0,465.6,BDBM130222,IC50,=,1.99,nM,NC1(CCC1)c2ccc(cc2)-n3c(nc4ccc(nc34)-c5cc(ccc5)N6CCOCC6)C7CC7,,261993.0,CHEMBL3706066,"Alpha Screen Assay: AKT1 activity was assayed using the GSK3-derived biotinylated peptide substrate, crosstide (biotin-GRPRTSSFAEG), and AlphaScreen (Amplified Luminescent Proximity Homogeneous Assay) technology. AKT1 activation was achieved by the addition of the activating kinases PDK1 and MAPKAPK2, lipid vesicles, and ATP. The extent of peptide phosphorylation was determined using a phospho-AKT substrate antibody and acceptor beads conjugated to Protein A and donor beads conjugated to streptavidin that bind to the biotin on the peptide. Excitation of the donor beads converted ambient oxygen to excited singlet oxygen which, when in close proximity to acceptor beads, reacted with acceptor beads resulting in signal amplification.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3638999,37,BindingDB Database,,2014,NC1(CCC1)c2ccc(cc2)-n3c(nc4ccc(nc34)-c5cc(ccc5)N6CCOCC6)C7CC7,,Row3008,34,0.2454506307840347,in,6
14,Row309,Row806,CHEMBL3640748,,0,447.55,BDBM108441,IC50,=,3.77,nM,Nc1ncccc1-c2nc3ccc(Nc4ccccc4)nc3n2-c5ccc(cc5)C6(N)CCC6,,228773.0,CHEMBL3705709,"Alpha Screen Assay : AKT1 activity was assayed using the GSK3-derived biotinylated peptide substrate, crosstide (biotin-GRPRTSSFAEG), and AlphaScreenâ„¢ (Amplified Luminescent Proximity Homogeneous Assay) technology.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3639320,37,BindingDB Database,,2013,Nc1ncccc1-c2nc3ccc(Nc4ccccc4)nc3n2-c5ccc(cc5)C6(N)CCC6,,Row1890,31,0.2758316099643707,in,6
15,Row342,Row3972,CHEMBL3649688,,0,431.54,BDBM130249,IC50,=,4.13,nM,NC1(CCC1)c2ccc(cc2)-n3c4nc(ccc4nc3-c5ccccc5)Nc6ccccc6,,262013.0,CHEMBL3706066,"Alpha Screen Assay: AKT1 activity was assayed using the GSK3-derived biotinylated peptide substrate, crosstide (biotin-GRPRTSSFAEG), and AlphaScreen (Amplified Luminescent Proximity Homogeneous Assay) technology. AKT1 activation was achieved by the addition of the activating kinases PDK1 and MAPKAPK2, lipid vesicles, and ATP. The extent of peptide phosphorylation was determined using a phospho-AKT substrate antibody and acceptor beads conjugated to Protein A and donor beads conjugated to streptavidin that bind to the biotin on the peptide. Excitation of the donor beads converted ambient oxygen to excited singlet oxygen which, when in close proximity to acceptor beads, reacted with acceptor beads resulting in signal amplification.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3638999,37,BindingDB Database,,2014,NC1(CCC1)c2ccc(cc2)-n3c4nc(ccc4nc3-c5ccccc5)Nc6ccccc6,,Row1890,31,0.3074231445789337,in,6
16,Row347,Row2184,CHEMBL3649686,,0,487.61,BDBM130241,IC50,=,4.27,nM,CN(C)C(=O)c1cc(ccc1)-c2ccc3nc(-c4ccccc4)n(c3n2)-c5ccc(cc5)C6(N)CCC6,,262011.0,CHEMBL3706066,"Alpha Screen Assay: AKT1 activity was assayed using the GSK3-derived biotinylated peptide substrate, crosstide (biotin-GRPRTSSFAEG), and AlphaScreen (Amplified Luminescent Proximity Homogeneous Assay) technology. AKT1 activation was achieved by the addition of the activating kinases PDK1 and MAPKAPK2, lipid vesicles, and ATP. The extent of peptide phosphorylation was determined using a phospho-AKT substrate antibody and acceptor beads conjugated to Protein A and donor beads conjugated to streptavidin that bind to the biotin on the peptide. Excitation of the donor beads converted ambient oxygen to excited singlet oxygen which, when in close proximity to acceptor beads, reacted with acceptor beads resulting in signal amplification.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3638999,37,BindingDB Database,,2014,CN(C)C(=O)c1cc(ccc1)-c2ccc3nc(-c4ccccc4)n(c3n2)-c5ccc(cc5)C6(N)CCC6,,Row1890,31,0.2792918384075165,in,6
17,Row350,Row2229,CHEMBL3649672,,0,417.52,BDBM130226,IC50,=,4.3,nM,NC1(CCC1)c2ccc(cc2)-n3c4nc(ccc4nc3-c5cnccc5)-c6ccccc6,,261997.0,CHEMBL3706066,"Alpha Screen Assay: AKT1 activity was assayed using the GSK3-derived biotinylated peptide substrate, crosstide (biotin-GRPRTSSFAEG), and AlphaScreen (Amplified Luminescent Proximity Homogeneous Assay) technology. AKT1 activation was achieved by the addition of the activating kinases PDK1 and MAPKAPK2, lipid vesicles, and ATP. The extent of peptide phosphorylation was determined using a phospho-AKT substrate antibody and acceptor beads conjugated to Protein A and donor beads conjugated to streptavidin that bind to the biotin on the peptide. Excitation of the donor beads converted ambient oxygen to excited singlet oxygen which, when in close proximity to acceptor beads, reacted with acceptor beads resulting in signal amplification.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3638999,37,BindingDB Database,,2014,NC1(CCC1)c2ccc(cc2)-n3c4nc(ccc4nc3-c5cnccc5)-c6ccccc6,,Row1890,31,0.3090719878673553,in,6
18,Row364,Row648,CHEMBL3649674,,0,432.53,BDBM130228,IC50,=,4.74,nM,NC1(CCC1)c2ccc(cc2)-n3c4nc(ccc4nc3-c5ccccc5O)-c6ccccc6,,261999.0,CHEMBL3706066,"Alpha Screen Assay: AKT1 activity was assayed using the GSK3-derived biotinylated peptide substrate, crosstide (biotin-GRPRTSSFAEG), and AlphaScreen (Amplified Luminescent Proximity Homogeneous Assay) technology. AKT1 activation was achieved by the addition of the activating kinases PDK1 and MAPKAPK2, lipid vesicles, and ATP. The extent of peptide phosphorylation was determined using a phospho-AKT substrate antibody and acceptor beads conjugated to Protein A and donor beads conjugated to streptavidin that bind to the biotin on the peptide. Excitation of the donor beads converted ambient oxygen to excited singlet oxygen which, when in close proximity to acceptor beads, reacted with acceptor beads resulting in signal amplification.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3638999,37,BindingDB Database,,2014,NC1(CCC1)c2ccc(cc2)-n3c4nc(ccc4nc3-c5ccccc5O)-c6ccccc6,,Row1890,31,0.3007277846336365,in,6
19,Row365,Row3352,CHEMBL3649680,,0,531.66,BDBM130234,IC50,=,4.78,nM,COc1ccc(cc1)-c2nc3ccc(nc3n2-c4ccc(cc4)C5(N)CCC5)-c6cccc(c6)N7CCOCC7,,262005.0,CHEMBL3706066,"Alpha Screen Assay: AKT1 activity was assayed using the GSK3-derived biotinylated peptide substrate, crosstide (biotin-GRPRTSSFAEG), and AlphaScreen (Amplified Luminescent Proximity Homogeneous Assay) technology. AKT1 activation was achieved by the addition of the activating kinases PDK1 and MAPKAPK2, lipid vesicles, and ATP. The extent of peptide phosphorylation was determined using a phospho-AKT substrate antibody and acceptor beads conjugated to Protein A and donor beads conjugated to streptavidin that bind to the biotin on the peptide. Excitation of the donor beads converted ambient oxygen to excited singlet oxygen which, when in close proximity to acceptor beads, reacted with acceptor beads resulting in signal amplification.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3638999,37,BindingDB Database,,2014,COc1ccc(cc1)-c2nc3ccc(nc3n2-c4ccc(cc4)C5(N)CCC5)-c6cccc(c6)N7CCOCC7,,Row3008,34,0.2469674050807953,in,6
20,Row391,Row2088,CHEMBL3699759,,0,452.78,BDBM149587,IC50,=,5.0,nM,NC1(CCC1)c2ccc(cc2)-c3nc4c(Br)cc(Cl)cn4c3-c5ccccc5,,288030.0,CHEMBL3705510,"TR-FRET Assay: For the assay 50 nl of a 100 fold concentrated solution of the test compound in DMSO was pipetted into a black low volume 384 well microtiter plate (Greiner Bio-One, Frickenhausen, Germany), 2 ul of a solution of Akt1 in assay buffer [50 mM TRIS/HCl pH 7.5, 5 mM MgCl2, 1 mM dithiothreitol, 0.02% (v/v) Triton X-100 (Sigma)] were added and the mixture was incubated for 15 min at 22 C. to allow prebinding of the test compounds to the enzyme before the start of the kinase reaction. Then the kinase reaction was started by the addition of 3 ul of a solution of adenosine-tri-phosphate (ATP, 16.7 uM=>final conc. in the 5 ul assay volume is 10 uM) and substrate (1.67 uM=>final conc. in the 5 ul assay volume is 1 uM) in assay buffer and the resulting mixture was incubated for a reaction time of 60 min at 22 C. The concentration of Akt1 in the assay was adjusted depending of the activity of the enzyme lot.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3638633,37,BindingDB Database,,2015,NC1(CCC1)c2ccc(cc2)-c3nc4c(Br)cc(Cl)cn4c3-c5ccccc5,,Row199,52,0.316926509141922,in,6
21,Row411,Row95,CHEMBL3649676,,0,431.54,BDBM130230,IC50,=,5.67,nM,Nc1ccccc1-c2nc3ccc(nc3n2-c4ccc(cc4)C5(N)CCC5)-c6ccccc6,,262001.0,CHEMBL3706066,"Alpha Screen Assay: AKT1 activity was assayed using the GSK3-derived biotinylated peptide substrate, crosstide (biotin-GRPRTSSFAEG), and AlphaScreen (Amplified Luminescent Proximity Homogeneous Assay) technology. AKT1 activation was achieved by the addition of the activating kinases PDK1 and MAPKAPK2, lipid vesicles, and ATP. The extent of peptide phosphorylation was determined using a phospho-AKT substrate antibody and acceptor beads conjugated to Protein A and donor beads conjugated to streptavidin that bind to the biotin on the peptide. Excitation of the donor beads converted ambient oxygen to excited singlet oxygen which, when in close proximity to acceptor beads, reacted with acceptor beads resulting in signal amplification.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3638999,37,BindingDB Database,,2014,Nc1ccccc1-c2nc3ccc(nc3n2-c4ccc(cc4)C5(N)CCC5)-c6ccccc6,,Row1890,31,0.3137664198875427,in,6
22,Row412,Row2843,CHEMBL3649684,,0,503.61,BDBM130238,IC50,=,5.71,nM,NC1(CCC1)c2ccc(cc2)-n3c(nc4ccc(nc34)-c5cc(ccc5)N6CCOCC6)-c7ncccn7,,262009.0,CHEMBL3706066,"Alpha Screen Assay: AKT1 activity was assayed using the GSK3-derived biotinylated peptide substrate, crosstide (biotin-GRPRTSSFAEG), and AlphaScreen (Amplified Luminescent Proximity Homogeneous Assay) technology. AKT1 activation was achieved by the addition of the activating kinases PDK1 and MAPKAPK2, lipid vesicles, and ATP. The extent of peptide phosphorylation was determined using a phospho-AKT substrate antibody and acceptor beads conjugated to Protein A and donor beads conjugated to streptavidin that bind to the biotin on the peptide. Excitation of the donor beads converted ambient oxygen to excited singlet oxygen which, when in close proximity to acceptor beads, reacted with acceptor beads resulting in signal amplification.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3638999,37,BindingDB Database,,2014,NC1(CCC1)c2ccc(cc2)-n3c(nc4ccc(nc34)-c5cc(ccc5)N6CCOCC6)-c7ncccn7,,Row3008,34,0.2428241968154907,in,6
23,Row413,Row2774,CHEMBL3649670,,0,435.54,BDBM130224,IC50,=,5.78,nM,Cn1cc(-c2nc3ccc(nc3n2-c4ccc(cc4)C5(N)CCC5)-c6ccccc6)c(N)n1,,261995.0,CHEMBL3706066,"Alpha Screen Assay: AKT1 activity was assayed using the GSK3-derived biotinylated peptide substrate, crosstide (biotin-GRPRTSSFAEG), and AlphaScreen (Amplified Luminescent Proximity Homogeneous Assay) technology. AKT1 activation was achieved by the addition of the activating kinases PDK1 and MAPKAPK2, lipid vesicles, and ATP. The extent of peptide phosphorylation was determined using a phospho-AKT substrate antibody and acceptor beads conjugated to Protein A and donor beads conjugated to streptavidin that bind to the biotin on the peptide. Excitation of the donor beads converted ambient oxygen to excited singlet oxygen which, when in close proximity to acceptor beads, reacted with acceptor beads resulting in signal amplification.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3638999,37,BindingDB Database,,2014,Cn1cc(-c2nc3ccc(nc3n2-c4ccc(cc4)C5(N)CCC5)-c6ccccc6)c(N)n1,,Row1890,31,0.2861573696136474,in,6
24,Row429,Row1615,CHEMBL3672557,,0,470.58,BDBM151169,IC50,=,6.0,nM,Cc1cc([nH]n1)-c2cc3c4nc(c(cn4nc3cc2)-c5ccccc5)-c6ccc(cc6)C7(N)CCC7,,290807.0,CHEMBL3706240,"TR-FRET assay: For the assay 50 nl of a 100fold concentrated solution of the test compound in DMSO was pipetted into a black low volume 384well microtiter plate (Greiner Bio- One, Frickenhausen, Germany), 2 ul of a solution of Akt1 in assay buffer [50 mM TRIS/HCI pH 7.5, 5 mM MgCI2, 1 mM dithiothreitol, 0.02% (v/v) Triton X-100 (Sigma)] were added and the mixture was incubated for 15 min at 22 C to allow pre-binding of the test compounds to the enzyme before the start of the kinase reaction. Then the kinase reaction was started by the addition of 3 ul of a solution of adenosine-tri-phosphate (ATP, 16.7 ul => final cone, in the 5 ul assay volume is 10 ul) and substrate (1 .67 ul => final cone, in the 5 ul assay volume is 1 ul) in assay buffer and the resulting mixture was incubated for a reaction time of 60 min at 22 C. The concentration of Akt1 in the assay was adjusted depending of the activity of the enzyme lot.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3639046,37,BindingDB Database,,2015,Cc1cc([nH]n1)-c2cc3c4nc(c(cn4nc3cc2)-c5ccccc5)-c6ccc(cc6)C7(N)CCC7,,Row2976,54,0.288390189409256,in,6
25,Row448,Row3008,CHEMBL3649683,,0,536.08,BDBM130237,IC50,=,6.27,nM,NC1(CCC1)c2ccc(cc2)-n3c(nc4ccc(nc34)-c5cc(ccc5)N6CCOCC6)-c7ccc(Cl)cc7,,262008.0,CHEMBL3706066,"Alpha Screen Assay: AKT1 activity was assayed using the GSK3-derived biotinylated peptide substrate, crosstide (biotin-GRPRTSSFAEG), and AlphaScreen (Amplified Luminescent Proximity Homogeneous Assay) technology. AKT1 activation was achieved by the addition of the activating kinases PDK1 and MAPKAPK2, lipid vesicles, and ATP. The extent of peptide phosphorylation was determined using a phospho-AKT substrate antibody and acceptor beads conjugated to Protein A and donor beads conjugated to streptavidin that bind to the biotin on the peptide. Excitation of the donor beads converted ambient oxygen to excited singlet oxygen which, when in close proximity to acceptor beads, reacted with acceptor beads resulting in signal amplification.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3638999,37,BindingDB Database,,2014,NC1(CCC1)c2ccc(cc2)-n3c(nc4ccc(nc34)-c5cc(ccc5)N6CCOCC6)-c7ccc(Cl)cc7,,Row3008,34,0.2484583854675293,in,6
