Unnamed: 0,row ID,row ID.1,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,Compound Key,Standard Type,Standard Relation,IC50,Standard Units,Structure,Data Validity Comment,Comment,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,smiles,Properties,Cluster,Cluster (to number),Tanimoto,inout,cluster
10,Row0,Row2590,CHEMBL3899716,,0,514.45,BDBM182489,IC50,=,0.1,nM,Cc1cc(ccc1F)-c2cn(CCN3CCC3)c(n2)C4CCN(CC4)c5ncnc(N)c5Br,,329930.0,CHEMBL3887297,"AKT Enzyme Assay: A TTP Mosquito liquid handling instrument is used to place 125 nl of the appropriate concentration of inhibitor in 100% DMSO (for a dose response curve calculation) into each well of a 384-well plate. To this reaction components are added to a final volume of 12.5 .mu.l: 0.1 ng/.mu.l His-AKT (Full Length), (Invitrogen, Part # P2999, Lot #641228C). 160 uM ATP (Fluka, 02055) 1 mM DTT (Sigma, D0632) 1 mM MgCl2 (Sigma, M1028) 1 .mu.M substrate peptide (sequence FITC-AHA-GRPRTSSFAEG-NH2), synthesized by Tufts Peptide Synthesis service. 100 mM HEPES pH 7.5 (Calbiochem, 391338)0.015% Brij-35 (Sigma, B4184)The reaction is incubated for 90 min at 25 C, and then stopped by the addition of 70 .mu.l of Stop buffer (100 mM HEPES pH 7.5, 0.015% Brij-35, 10 mM EDTA (Sigma, E7889)).The plate is read on a Caliper LC 3000 in an Off-Chip mobility shift assay format, using the following parameters for a 12-sipper chip: screening pressure -2.3 psi, upstream voltage -500, and downstream voltage -3000.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886265,37,BindingDB Database,,2015.0,Cc1cc(ccc1F)-c2cn(CCN3CCC3)c(n2)C4CCN(CC4)c5ncnc(N)c5Br,,Row2590,1,0.1249608844518661,out,6
11,Row1,Row3802,CHEMBL3966806,,0,525.5,BDBM182480,IC50,=,0.15,nM,CC(C)c1cc(ccn1)-c2cn(CCN3CCC3)c(n2)C4CCN(CC4)c5ncnc(N)c5Br,,329921.0,CHEMBL3887297,"AKT Enzyme Assay: A TTP Mosquito liquid handling instrument is used to place 125 nl of the appropriate concentration of inhibitor in 100% DMSO (for a dose response curve calculation) into each well of a 384-well plate. To this reaction components are added to a final volume of 12.5 .mu.l: 0.1 ng/.mu.l His-AKT (Full Length), (Invitrogen, Part # P2999, Lot #641228C). 160 uM ATP (Fluka, 02055) 1 mM DTT (Sigma, D0632) 1 mM MgCl2 (Sigma, M1028) 1 .mu.M substrate peptide (sequence FITC-AHA-GRPRTSSFAEG-NH2), synthesized by Tufts Peptide Synthesis service. 100 mM HEPES pH 7.5 (Calbiochem, 391338)0.015% Brij-35 (Sigma, B4184)The reaction is incubated for 90 min at 25 C, and then stopped by the addition of 70 .mu.l of Stop buffer (100 mM HEPES pH 7.5, 0.015% Brij-35, 10 mM EDTA (Sigma, E7889)).The plate is read on a Caliper LC 3000 in an Off-Chip mobility shift assay format, using the following parameters for a 12-sipper chip: screening pressure -2.3 psi, upstream voltage -500, and downstream voltage -3000.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886265,37,BindingDB Database,,2015.0,CC(C)c1cc(ccn1)-c2cn(CCN3CCC3)c(n2)C4CCN(CC4)c5ncnc(N)c5Br,,Row2590,1,0.1257001310586929,out,6
12,Row2,Row1726,CHEMBL379300,A-443654,0,397.48,A-443654,IC50,=,0.16,nM,Cc1n[nH]c2ccc(cc21)-c3cncc(c3)OC[C@@H](N)Cc4c[nH]c5ccccc45,,,CHEMBL1049250,Inhibition of Akt,B,BAO_0000357,single protein format,None,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL1154070,1,Scientific Literature,Eur. J. Med. Chem.,2009.0,Cc1n[nH]c2ccc(cc21)-c3cncc(c3)OC[C@@H](N)Cc4c[nH]c5ccccc45,,Row1726,2,0.1264473348855972,out,6
13,Row3,Row121,CHEMBL573326,,0,464.53,124,IC50,=,0.17,nM,N[C@H](COc1cncc(c1)-c2ccc3NC(=O)C(c3c2)c4ccco4)Cc5c[nH]c6ccccc65,,,CHEMBL1049250,Inhibition of Akt,B,BAO_0000357,single protein format,None,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL1154070,1,Scientific Literature,Eur. J. Med. Chem.,2009.0,N[C@H](COc1cncc(c1)-c2ccc3NC(=O)C(c3c2)c4ccco4)Cc5c[nH]c6ccccc65,,Row124,3,0.1244436576962471,out,6
14,Row4,Row1915,CHEMBL210954,,0,520.63,11n,IC50,=,0.17,nM,CC(C)(Cc1ccco1)C2c3cc(ccc3NC2=O)-c4cncc(c4)OC[C@@H](N)Cc5c[nH]c6ccccc65,,,CHEMBL866644,Inhibition of AKT1 in presence of 5 uM ATP,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL1138086,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006.0,CC(C)(Cc1ccco1)C2c3cc(ccc3NC2=O)-c4cncc(c4)OC[C@@H](N)Cc5c[nH]c6ccccc65,,Row236,4,0.1189066916704177,out,6
15,Row5,Row2185,CHEMBL3936990,,0,463.61,BDBM182699,IC50,=,0.3,nM,CN1CC(C1)Cn2cc(nc2C3CCN(CC3)c4ncnc(N)c4CC)-c5ccc(F)c(C)c5,,330140.0,CHEMBL3887297,"AKT Enzyme Assay: A TTP Mosquito liquid handling instrument is used to place 125 nl of the appropriate concentration of inhibitor in 100% DMSO (for a dose response curve calculation) into each well of a 384-well plate. To this reaction components are added to a final volume of 12.5 .mu.l: 0.1 ng/.mu.l His-AKT (Full Length), (Invitrogen, Part # P2999, Lot #641228C). 160 uM ATP (Fluka, 02055) 1 mM DTT (Sigma, D0632) 1 mM MgCl2 (Sigma, M1028) 1 .mu.M substrate peptide (sequence FITC-AHA-GRPRTSSFAEG-NH2), synthesized by Tufts Peptide Synthesis service. 100 mM HEPES pH 7.5 (Calbiochem, 391338)0.015% Brij-35 (Sigma, B4184)The reaction is incubated for 90 min at 25 C, and then stopped by the addition of 70 .mu.l of Stop buffer (100 mM HEPES pH 7.5, 0.015% Brij-35, 10 mM EDTA (Sigma, E7889)).The plate is read on a Caliper LC 3000 in an Off-Chip mobility shift assay format, using the following parameters for a 12-sipper chip: screening pressure -2.3 psi, upstream voltage -500, and downstream voltage -3000.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886265,37,BindingDB Database,,2015.0,CN1CC(C1)Cn2cc(nc2C3CCN(CC3)c4ncnc(N)c4CC)-c5ccc(F)c(C)c5,,Row3798,5,0.1167329549789428,out,6
16,Row6,Row122,CHEMBL376569,,0,398.47,67,IC50,=,0.34,nM,Cc1n[nH]c2cnc(cc21)-c3cc(cnc3)OC[C@@H](N)Cc4c[nH]c5ccccc45,,,CHEMBL1049250,Inhibition of Akt,B,BAO_0000357,single protein format,None,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL1154070,1,Scientific Literature,Eur. J. Med. Chem.,2009.0,Cc1n[nH]c2cnc(cc21)-c3cc(cnc3)OC[C@@H](N)Cc4c[nH]c5ccccc45,,Row1726,2,0.1164239346981048,out,6
17,Row9,Row3026,CHEMBL3906990,,0,498.05,BDBM182551,IC50,=,0.4,nM,CCc1c(N)ncnc1N2CCC(CC2)c3nc(cn3CCN4CCCC4)-c5cc(Cl)c(F)cc5,,329992.0,CHEMBL3887297,"AKT Enzyme Assay: A TTP Mosquito liquid handling instrument is used to place 125 nl of the appropriate concentration of inhibitor in 100% DMSO (for a dose response curve calculation) into each well of a 384-well plate. To this reaction components are added to a final volume of 12.5 .mu.l: 0.1 ng/.mu.l His-AKT (Full Length), (Invitrogen, Part # P2999, Lot #641228C). 160 uM ATP (Fluka, 02055) 1 mM DTT (Sigma, D0632) 1 mM MgCl2 (Sigma, M1028) 1 .mu.M substrate peptide (sequence FITC-AHA-GRPRTSSFAEG-NH2), synthesized by Tufts Peptide Synthesis service. 100 mM HEPES pH 7.5 (Calbiochem, 391338)0.015% Brij-35 (Sigma, B4184)The reaction is incubated for 90 min at 25 C, and then stopped by the addition of 70 .mu.l of Stop buffer (100 mM HEPES pH 7.5, 0.015% Brij-35, 10 mM EDTA (Sigma, E7889)).The plate is read on a Caliper LC 3000 in an Off-Chip mobility shift assay format, using the following parameters for a 12-sipper chip: screening pressure -2.3 psi, upstream voltage -500, and downstream voltage -3000.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886265,37,BindingDB Database,,2015.0,CCc1c(N)ncnc1N2CCC(CC2)c3nc(cn3CCN4CCCC4)-c5cc(Cl)c(F)cc5,,Row3753,7,0.1228620186448097,out,6
18,Row10,Row3239,CHEMBL3969572,,0,558.67,BDBM187363,IC50,=,0.4,nM,CNC(=O)C1CCN(CC1)c2cnc(cc2-n3cc(nc3)C4CC4)C(=O)Nc5csc(n5)-c6nncn6C7CC7,,337101.0,CHEMBL3887422,"Time-Resolved Fluorescence Resonance energy transfer (TR-FRET) Immunoassay: The assay measures the phosphorylation level of a biotinylated peptide substrate by the ASK1 kinase using HTRF detection. This is a competitive, time-resolved fluorescence resonance energy transfer (TR-FRET) immunoassay, based on HTRF KinEASE-STK manual from Cisbio. Test compound, 1 uM STK3 peptide substrate, 4 nM of ASK1 kinase were incubated with 10 mM MOP buffer, pH. 7.0 containing 10 mM Mg-acetate, 0.025% NP-40, 1 mM DTT, 0.05% BSA and 1.5% glycerol for 30 minutes then 100 uM ATP was added to start the kinase reaction and incubated for 3 hr. Peptide antibody labeled with 1xEu3+ Cryptate buffer containing 10 mM EDTA and 125 nM Streptavidin XL665 were added to stop the reaction and phosphorylated peptide substrate was detected using Envision 2103 Multilabeled reader from PerkinElmer. The fluorescence was measured at 615 nm (Cryptate) and 665 nm (XL665) and a ratio of 665 nm/615 nm was calculated for each well.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886314,37,BindingDB Database,,2015.0,CNC(=O)C1CCN(CC1)c2cnc(cc2-n3cc(nc3)C4CC4)C(=O)Nc5csc(n5)-c6nncn6C7CC7,,Row2917,8,0.0840933695435524,out,6
19,Row11,Row2962,CHEMBL1171647,,0,400.43,42,IC50,=,0.5,nM,CCc1c[nH]c2ncnc(c21)N3C[C@@](N)(CNC(=O)c4ccc(F)cc4F)CC3,,,CHEMBL1176552,Inhibition of AKT1 after 90 mins by IMAP assay,B,BAO_0000357,single protein format,None,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL1177702,1,Scientific Literature,J. Med. Chem.,2010.0,CCc1c[nH]c2ncnc(c21)N3C[C@@](N)(CNC(=O)c4ccc(F)cc4F)CC3,,Row2553,9,0.12421265989542,out,6
20,Row12,Row493,CHEMBL3943127,,0,535.59,BDBM182473,IC50,=,0.52,nM,CC(C)Oc1c(N)ncnc1N2CCC(CC2)c3nc(cn3CCNCC)-c4ccc(F)c(c4)C(F)(F)F,,329914.0,CHEMBL3887297,"AKT Enzyme Assay: A TTP Mosquito liquid handling instrument is used to place 125 nl of the appropriate concentration of inhibitor in 100% DMSO (for a dose response curve calculation) into each well of a 384-well plate. To this reaction components are added to a final volume of 12.5 .mu.l: 0.1 ng/.mu.l His-AKT (Full Length), (Invitrogen, Part # P2999, Lot #641228C). 160 uM ATP (Fluka, 02055) 1 mM DTT (Sigma, D0632) 1 mM MgCl2 (Sigma, M1028) 1 .mu.M substrate peptide (sequence FITC-AHA-GRPRTSSFAEG-NH2), synthesized by Tufts Peptide Synthesis service. 100 mM HEPES pH 7.5 (Calbiochem, 391338)0.015% Brij-35 (Sigma, B4184)The reaction is incubated for 90 min at 25 C, and then stopped by the addition of 70 .mu.l of Stop buffer (100 mM HEPES pH 7.5, 0.015% Brij-35, 10 mM EDTA (Sigma, E7889)).The plate is read on a Caliper LC 3000 in an Off-Chip mobility shift assay format, using the following parameters for a 12-sipper chip: screening pressure -2.3 psi, upstream voltage -500, and downstream voltage -3000.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886265,37,BindingDB Database,,2015.0,CC(C)Oc1c(N)ncnc1N2CCC(CC2)c3nc(cn3CCNCC)-c4ccc(F)c(c4)C(F)(F)F,,Row2188,10,0.1083777919411659,out,6
21,Row13,Row673,CHEMBL388311,,0,436.52,109,IC50,=,0.6,nM,N[C@@H](Cc1ccccc1)COc2cncc(c2)-c3cc\4c(cc3)NC(=O)/C4=C\c5ccc[nH]5,,,CHEMBL1049250,Inhibition of Akt,B,BAO_0000357,single protein format,None,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL1154070,1,Scientific Literature,Eur. J. Med. Chem.,2009.0,N[C@@H](Cc1ccccc1)COc2cncc(c2)-c3cc\4c(cc3)NC(=O)/C4=C\c5ccc[nH]5,,Row1976,11,0.1366508156061172,out,6
22,Row14,Row1169,CHEMBL226330,,0,384.44,9f,IC50,=,0.6,nM,N[C@@H](Cc1c[nH]c2ccccc12)COc3cc(cnc3)-c4cc5cn[nH]c5cn4,,,CHEMBL903964,Inhibition of Akt1,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL1142911,1,Scientific Literature,Bioorg. Med. Chem.,2007.0,N[C@@H](Cc1c[nH]c2ccccc12)COc3cc(cnc3)-c4cc5cn[nH]c5cn4,,Row1726,2,0.1132790446281433,out,6
23,Row15,Row1261,CHEMBL226898,,0,427.43,37c,IC50,=,0.6,nM,Cc1n[nH]c2cnc(cc21)-c3cncc(c3)OC[C@@H](N)Cc4cc(ccc4)C(F)(F)F,,,CHEMBL889241,Inhibition of human Akt1,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL1145373,1,Scientific Literature,J. Med. Chem.,2007.0,Cc1n[nH]c2cnc(cc21)-c3cncc(c3)OC[C@@H](N)Cc4cc(ccc4)C(F)(F)F,,Row535,12,0.1032048463821411,out,6
24,Row16,Row1596,CHEMBL494089,GSK-690693,1,425.49,GSK690693,IC50,=,0.6,nM,CCn1c2c(cnc(C#CC(C)(C)O)c2nc1-c3nonc3N)OC[C@@H]4CNCCC4,,,CHEMBL3364070,Inhibition of AKT1 (unknown origin) after 1 hr by Z'-LYTE kinase assay in presence of 75 uM ATP,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3297689,1,Scientific Literature,ACS Med. Chem. Lett.,2014.0,CCn1c2c(cnc(C#CC(C)(C)O)c2nc1-c3nonc3N)OC[C@@H]4CNCCC4,,Row1541,13,0.1307543218135833,out,6
25,Row17,Row1697,CHEMBL1098938,,0,461.53,28,IC50,=,0.6,nM,CCn1c(nc2c(C#CC(C)(C)O)nc(cc12)OC[C@H](N)Cc3ccccc3)-c4nonc4N,,,CHEMBL1109952,Inhibition of AKT,B,BAO_0000357,single protein format,None,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL1157000,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009.0,CCn1c(nc2c(C#CC(C)(C)O)nc(cc12)OC[C@H](N)Cc3ccccc3)-c4nonc4N,,Row167,14,0.1328213810920715,out,6
26,Row18,Row28,CHEMBL575631,,0,478.55,126,IC50,=,0.7,nM,Cc1ccc(o1)C2C(=O)Nc3ccc(cc32)-c4cncc(c4)OC[C@@H](N)Cc5c[nH]c6ccccc65,,,CHEMBL1049250,Inhibition of Akt,B,BAO_0000357,single protein format,None,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL1154070,1,Scientific Literature,Eur. J. Med. Chem.,2009.0,Cc1ccc(o1)C2C(=O)Nc3ccc(cc32)-c4cncc(c4)OC[C@@H](N)Cc5c[nH]c6ccccc65,,Row124,3,0.1222007572650909,out,6
27,Row19,Row256,CHEMBL426140,,0,534.66,11o,IC50,=,0.7,nM,Cc1ccc(CC(C)(C)C2C(=O)Nc3ccc(cc32)-c4cc(cnc4)OC[C@@H](N)Cc5c[nH]c6ccccc65)o1,,,CHEMBL866644,Inhibition of AKT1 in presence of 5 uM ATP,B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL1138086,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2006.0,Cc1ccc(CC(C)(C)C2C(=O)Nc3ccc(cc32)-c4cc(cnc4)OC[C@@H](N)Cc5c[nH]c6ccccc65)o1,,Row236,4,0.117319107055664,out,6
28,Row21,Row2788,CHEMBL3980521,,0,530.57,BDBM182671,IC50,=,0.7,nM,CC(C)CNCCn1cc(nc1C2CCN(CC2)c3ncnc(N)c3C#N)-c4ccc(F)c(c4)C(F)(F)F,,330112.0,CHEMBL3887297,"AKT Enzyme Assay: A TTP Mosquito liquid handling instrument is used to place 125 nl of the appropriate concentration of inhibitor in 100% DMSO (for a dose response curve calculation) into each well of a 384-well plate. To this reaction components are added to a final volume of 12.5 .mu.l: 0.1 ng/.mu.l His-AKT (Full Length), (Invitrogen, Part # P2999, Lot #641228C). 160 uM ATP (Fluka, 02055) 1 mM DTT (Sigma, D0632) 1 mM MgCl2 (Sigma, M1028) 1 .mu.M substrate peptide (sequence FITC-AHA-GRPRTSSFAEG-NH2), synthesized by Tufts Peptide Synthesis service. 100 mM HEPES pH 7.5 (Calbiochem, 391338)0.015% Brij-35 (Sigma, B4184)The reaction is incubated for 90 min at 25 C, and then stopped by the addition of 70 .mu.l of Stop buffer (100 mM HEPES pH 7.5, 0.015% Brij-35, 10 mM EDTA (Sigma, E7889)).The plate is read on a Caliper LC 3000 in an Off-Chip mobility shift assay format, using the following parameters for a 12-sipper chip: screening pressure -2.3 psi, upstream voltage -500, and downstream voltage -3000.",B,BAO_0000357,single protein format,Homo sapiens,CHEMBL4282,Serine/threonine-protein kinase AKT,Homo sapiens,SINGLE PROTEIN,CHEMBL3886265,37,BindingDB Database,,2015.0,CC(C)CNCCn1cc(nc1C2CCN(CC2)c3ncnc(N)c3C#N)-c4ccc(F)c(c4)C(F)(F)F,,Row2188,10,0.1064852625131607,out,6
